Contig	Mar_OO	Apr_OO	May_lateOO	May_EE	May_ME	Jun_Lar
TRINITY_DN36019_c0_g1_i2	0.0	0.0	1.0	1.0	0.0	0.0
TRINITY_DN33923_c0_g1_i2	0.0	1.0	1.0	2.0	0.0	0.0
TRINITY_DN61349_c0_g1_i1	0.0	0.0	1.0	0.0	1.0	0.0
TRINITY_DN57226_c0_g2_i1	0.0	1.0	1.0	0.0	0.0	0.0
TRINITY_DN29097_c0_g1_i2	4.0	0.0	1.0	0.0	0.0	1.1
TRINITY_DN29097_c0_g1_i7	3.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN57488_c0_g1_i1	0.0	0.0	1.0	1.0	0.0	0.0
TRINITY_DN34283_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	2.0
TRINITY_DN40735_c0_g1_i1	0.0	0.0	1.0	0.0	1.0	0.0
TRINITY_DN97510_c0_g1_i1	0.0	1.0	1.0	1.0	1.0	0.0
TRINITY_DN92670_c0_g1_i1	0.0	1.0	1.0	0.0	0.0	0.0
TRINITY_DN92680_c0_g1_i1	1.0	0.0	1.0	0.0	3.0	0.0
TRINITY_DN43158_c0_g1_i1	0.0	1.0	1.0	0.0	0.0	0.0
TRINITY_DN81751_c0_g1_i1	0.0	0.0	1.0	0.0	2.0	0.0
TRINITY_DN28461_c0_g2_i1	0.0	1.0	1.0	1.0	1.0	0.0
TRINITY_DN91817_c0_g1_i1	1.0	0.0	1.0	0.0	1.0	0.0
TRINITY_DN53719_c0_g1_i1	0.0	3.0	1.0	1.0	0.0	0.0
TRINITY_DN16485_c0_g1_i4	3.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN45917_c0_g1_i1	0.0	2.0	1.0	0.0	0.0	3.0
TRINITY_DN20125_c2_g2_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN16955_c0_g2_i2	0.0	0.0	1.0	0.0	0.0	2.0
TRINITY_DN16955_c0_g3_i1	2.7	0.0	1.0	1.0	0.0	0.0
TRINITY_DN16955_c0_g3_i2	0.2	1.0	1.0	0.0	0.0	0.0
TRINITY_DN12183_c0_g1_i13	1.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN67960_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN705_c0_g1_i1	0.0	0.0	1.0	9171.0	0.0	0.0
TRINITY_DN70379_c0_g1_i1	2.0	0.0	1.0	0.0	1.0	0.0
TRINITY_DN70390_c0_g1_i1	0.0	0.0	1.0	0.0	1.0	0.0
TRINITY_DN49634_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN24606_c0_g1_i1	0.0	1.0	1.0	0.0	0.0	0.0
TRINITY_DN46724_c2_g1_i2	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN55489_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN81010_c0_g1_i1	0.0	0.0	1.0	2.0	0.0	0.0
TRINITY_DN50347_c0_g1_i30	0.0	2.0	1.0	0.0	0.0	0.0
TRINITY_DN39400_c0_g2_i2	1.3	0.0	1.0	0.0	0.0	0.0
TRINITY_DN37349_c0_g1_i4	0.0	2.0	1.0	0.0	0.0	0.0
TRINITY_DN89003_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN135338_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN69556_c0_g1_i1	0.0	1.0	1.0	0.0	0.0	0.0
TRINITY_DN25613_c0_g1_i3	0.0	1.0	1.0	0.0	0.0	0.0
TRINITY_DN5921_c1_g2_i1	7.0	5.0	1.0	0.0	1.0	5.0
TRINITY_DN82032_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN101053_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN31800_c0_g1_i2	0.0	3.0	1.0	0.0	2.0	0.0
TRINITY_DN41132_c0_g1_i1	2.0	1.0	1.0	0.0	0.0	0.0
TRINITY_DN55176_c0_g1_i2	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN13362_c0_g1_i1	0.0	1.0	1.0	0.0	0.0	0.0
TRINITY_DN67657_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN117423_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN53695_c0_g1_i1	5.0	1.0	1.0	0.0	1.0	3.0
TRINITY_DN102048_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN21869_c0_g1_i4	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN24680_c2_g1_i2	4.0	0.0	1.0	0.0	0.0	2.0
TRINITY_DN37399_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN5921_c2_g1_i1	3.0	1.0	1.0	0.0	2.0	0.0
TRINITY_DN86999_c0_g1_i1	0.0	0.0	1.0	0.0	1.0	1.0
TRINITY_DN21580_c0_g1_i6	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN35647_c0_g1_i1	0.0	3.7	1.0	0.0	2.0	0.0
TRINITY_DN106068_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN47163_c0_g1_i3	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN12084_c0_g1_i3	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN105967_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN47523_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN146755_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN8822_c0_g1_i19	0.0	0.0	1.0	0.0	0.0	0.4
TRINITY_DN44128_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN107250_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN88757_c0_g1_i1	1.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN50347_c2_g1_i1	0.0	3.0	1.0	0.0	0.0	0.0
TRINITY_DN22821_c0_g1_i1	0.0	1.0	1.0	0.0	0.0	0.0
TRINITY_DN111298_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN33667_c2_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN92718_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN42753_c1_g2_i1	0.0	1.0	1.0	0.0	1.0	1.0
TRINITY_DN48379_c0_g3_i1	0.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN78727_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN51807_c1_g1_i1	0.0	0.0	1.0	1.0	0.0	0.0
TRINITY_DN139982_c0_g1_i1	1.0	0.0	1.0	0.0	0.0	1.0
TRINITY_DN106994_c0_g1_i1	1.0	0.0	1.0	1.0	1.0	0.0
TRINITY_DN11196_c0_g1_i2	0.0	1.4	1.0	0.0	0.0	0.1
TRINITY_DN127648_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN111320_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN59455_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN64814_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN45406_c0_g1_i1	0.0	0.0	1.0	0.0	0.0	0.0
TRINITY_DN16989_c0_g1_i1	3.0	0.0	0.8	0.0	0.0	2.6
TRINITY_DN12729_c0_g1_i5	0.0	2.6	0.8	0.0	0.0	0.0
TRINITY_DN16989_c0_g1_i3	0.0	0.0	0.8	0.0	0.0	5.4
TRINITY_DN16989_c0_g1_i5	0.0	4.8	0.8	0.0	0.0	0.0
TRINITY_DN19296_c0_g1_i1	0.0	0.8	0.8	0.3	0.3	3.0
TRINITY_DN19296_c0_g1_i2	4.5	0.8	0.8	0.3	0.3	0.0
TRINITY_DN19296_c0_g1_i3	0.0	0.8	0.8	0.3	0.3	0.0
TRINITY_DN19296_c0_g1_i4	1.5	0.8	0.8	0.3	0.3	3.0
TRINITY_DN8636_c0_g1_i2	2.0	1.7	0.7	0.0	0.3	6.0
TRINITY_DN8636_c0_g1_i1	2.0	5.3	0.7	0.0	0.3	0.0
TRINITY_DN8636_c0_g1_i6	2.0	0.0	0.7	0.0	0.3	0.0
TRINITY_DN39400_c0_g1_i18	1.8	0.2	0.7	0.0	1.0	4.3
TRINITY_DN25833_c0_g1_i1	0.5	0.0	0.5	0.0	0.0	0.0
TRINITY_DN119559_c0_g1_i2	2.0	0.0	0.5	0.5	1.0	0.0
TRINITY_DN38533_c0_g1_i1	1.0	2.0	0.5	0.0	0.0	0.5
TRINITY_DN38533_c0_g1_i2	1.0	0.0	0.5	0.0	0.0	0.5
TRINITY_DN119559_c0_g1_i1	1.0	0.0	0.5	0.5	0.0	0.0
TRINITY_DN25833_c0_g1_i2	0.5	0.0	0.5	2.0	0.0	0.0
TRINITY_DN34995_c0_g1_i6	0.0	0.0	0.5	0.0	0.0	0.0
TRINITY_DN34995_c0_g1_i7	0.0	0.0	0.5	0.0	0.0	3.0
TRINITY_DN36857_c0_g1_i4	2.0	2.0	0.5	0.0	0.0	2.8
TRINITY_DN36857_c0_g1_i8	2.0	2.0	0.5	0.0	3.0	8.3
TRINITY_DN32095_c0_g1_i1	0.7	1.0	0.3	0.0	0.0	0.0
TRINITY_DN32095_c0_g1_i2	0.7	1.0	0.3	0.0	0.0	2.4
TRINITY_DN32095_c0_g1_i3	0.7	1.0	0.3	0.0	0.0	1.6
TRINITY_DN22119_c0_g1_i3	0.0	0.0	0.2	0.0	0.0	0.0
TRINITY_DN34530_c0_g2_i5	0.0	0.0	0.2	2.2	1.0	0.0
TRINITY_DN25533_c0_g1_i6	0.0	0.2	0.2	0.0	0.5	1.4
TRINITY_DN54281_c1_g1_i4	0.0	0.0	0.1	2.7	0.0	0.0
TRINITY_DN50347_c0_g1_i19	0.0	0.1	0.1	0.0	0.0	0.0
TRINITY_DN8210_c0_g1_i1	14.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN8210_c0_g1_i6	5.3	20.4	0.0	0.0	0.0	23.5
TRINITY_DN1268_c1_g1_i46	58.5	32.3	0.0	0.0	60.0	31.4
TRINITY_DN2273_c0_g1_i27	0.0	0.0	0.0	0.0	55.7	0.0
TRINITY_DN2943_c0_g1_i14	0.0	107.5	0.0	0.0	0.0	0.0
TRINITY_DN93_c0_g1_i18	42.0	18.7	0.0	0.0	10.6	0.0
TRINITY_DN2943_c0_g1_i18	0.0	0.0	0.0	5.0	0.2	0.0
TRINITY_DN1895_c0_g1_i44	0.0	27.3	0.0	0.0	0.0	44.7
TRINITY_DN2968_c0_g1_i21	54.3	0.0	0.0	0.0	0.0	0.0
TRINITY_DN4130_c0_g1_i8	0.0	42.5	0.0	0.0	1.1	0.0
TRINITY_DN1895_c0_g1_i195	207.7	0.0	0.0	2.5	0.1	0.0
TRINITY_DN7727_c0_g1_i47	0.0	22.8	0.0	0.0	0.0	30.4
TRINITY_DN93_c0_g1_i19	53.0	41.8	0.0	0.0	0.0	0.0
TRINITY_DN6118_c0_g1_i84	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN36625_c0_g2_i1	14.0	1.0	0.0	1.0	0.0	0.0
TRINITY_DN10640_c0_g3_i2	11.7	0.1	0.0	2.5	1.5	0.0
TRINITY_DN9349_c2_g2_i4	7.8	2.0	0.0	3.0	0.0	0.0
TRINITY_DN2002_c0_g1_i7	0.0	9.7	0.0	0.0	0.0	4.7
TRINITY_DN20287_c0_g1_i39	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN356_c0_g1_i29	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN6118_c0_g1_i46	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16460_c0_g1_i9	0.0	0.0	0.0	1.6	0.0	0.0
TRINITY_DN5870_c0_g1_i19	0.0	0.0	0.0	0.1	0.0	0.0
TRINITY_DN134530_c0_g1_i1	5.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN11668_c0_g1_i2	8.0	0.0	0.0	1.0	1.0	0.0
TRINITY_DN25077_c0_g1_i1	6.0	28.0	0.0	0.0	1.0	16.0
TRINITY_DN1895_c0_g1_i15	0.0	0.0	0.0	0.0	0.0	16.8
TRINITY_DN43416_c0_g1_i2	0.0	3.1	0.0	1.0	6.1	1.0
TRINITY_DN4130_c0_g1_i29	0.0	3.0	0.0	0.0	0.0	5.9
TRINITY_DN6118_c0_g1_i34	8.3	8.5	0.0	0.0	0.0	0.0
TRINITY_DN61210_c0_g1_i1	4.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN11668_c0_g2_i1	10.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN16955_c0_g1_i1	12.5	0.0	0.0	0.0	1.0	0.0
TRINITY_DN31247_c0_g1_i1	4.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN10640_c0_g3_i4	8.9	1.1	0.0	0.0	0.0	0.0
TRINITY_DN34530_c0_g2_i3	6.3	0.0	0.0	2.3	0.0	0.0
TRINITY_DN93_c1_g1_i38	3.3	0.0	0.0	0.0	8.7	0.0
TRINITY_DN57683_c0_g1_i1	4.0	2.0	0.0	2.0	0.0	0.0
TRINITY_DN27130_c0_g1_i1	4.0	5.0	0.0	0.0	0.0	4.0
TRINITY_DN14592_c0_g1_i8	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN7202_c0_g1_i12	8.2	14.4	0.0	0.0	0.0	36.6
TRINITY_DN1450_c0_g1_i5	30.5	17.9	0.0	0.0	0.0	47.3
TRINITY_DN119996_c0_g1_i1	5.0	0.0	0.0	4.0	0.0	0.0
TRINITY_DN133887_c0_g1_i1	0.0	3.0	0.0	0.0	1.0	0.0
TRINITY_DN30777_c0_g4_i1	4.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN46743_c0_g1_i1	7.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49577_c0_g1_i1	8.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN50205_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN23544_c0_g1_i4	10.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN33069_c0_g1_i3	0.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN9349_c2_g5_i2	0.0	0.0	0.0	1.0	0.5	0.0
TRINITY_DN9349_c2_g5_i3	14.0	0.0	0.0	0.0	0.5	0.0
TRINITY_DN136069_c0_g1_i1	4.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN134936_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN23939_c0_g1_i1	1.0	5.0	0.0	0.0	0.0	3.0
TRINITY_DN25193_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22119_c0_g1_i14	7.3	5.0	0.0	0.0	0.0	0.0
TRINITY_DN25279_c0_g1_i1	3.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN53629_c0_g1_i2	4.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN34709_c0_g8_i1	6.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN4090_c1_g1_i1	9.0	2.0	0.0	0.0	2.0	0.0
TRINITY_DN18309_c0_g4_i1	9.0	2.0	0.0	1.0	0.0	0.0
TRINITY_DN48251_c0_g1_i2	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN24948_c0_g1_i2	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12907_c1_g1_i8	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN51615_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN50347_c1_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN1418_c0_g1_i40	30.0	0.0	0.0	0.3	0.0	117.6
TRINITY_DN9054_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	22.1
TRINITY_DN112199_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN137444_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN132802_c0_g1_i1	1.0	2.0	0.0	2.0	3.0	0.0
TRINITY_DN112066_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN133685_c0_g1_i1	4.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN20619_c0_g1_i6	6.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN21887_c0_g1_i2	0.0	7.0	0.0	0.0	0.0	7.9
TRINITY_DN56661_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN63997_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN11764_c0_g1_i1	7.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN44999_c0_g1_i1	5.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27091_c1_g1_i1	4.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN9349_c0_g2_i1	5.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN8210_c0_g1_i8	4.7	0.0	0.0	0.0	0.0	6.5
TRINITY_DN50127_c0_g1_i1	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN5921_c0_g2_i1	23.0	13.0	0.0	0.0	0.0	6.0
TRINITY_DN16040_c0_g4_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN5036_c0_g1_i27	1.7	1.4	0.0	0.0	1.2	2.0
TRINITY_DN40904_c0_g1_i1	4.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN6241_c0_g1_i6	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN2943_c0_g1_i9	0.0	110.2	0.0	0.0	57.1	0.0
TRINITY_DN10640_c0_g3_i6	0.2	8.1	0.0	0.0	1.5	0.0
TRINITY_DN127697_c0_g1_i1	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN30592_c1_g1_i1	6.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN56010_c0_g1_i2	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22119_c0_g1_i8	1.3	0.0	0.0	3.0	0.0	0.0
TRINITY_DN62096_c0_g1_i1	4.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN65354_c0_g1_i1	4.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN46732_c0_g1_i1	6.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20641_c2_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN97384_c0_g1_i1	4.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN10101_c0_g1_i4	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN39066_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN34709_c2_g1_i1	5.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN34530_c0_g3_i1	3.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN34383_c0_g3_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN34383_c0_g4_i1	2.0	1.0	0.0	3.0	0.0	0.0
TRINITY_DN34958_c0_g1_i1	5.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN47752_c0_g1_i2	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN77210_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	2.0
TRINITY_DN47312_c0_g1_i2	1.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN12535_c0_g1_i6	6.4	0.0	0.0	0.0	0.0	0.0
TRINITY_DN26788_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN24048_c0_g2_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN16955_c0_g2_i9	7.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16955_c0_g3_i3	7.6	0.0	0.0	0.0	0.0	0.0
TRINITY_DN32322_c0_g1_i1	3.0	2.0	0.0	0.0	0.0	2.0
TRINITY_DN79134_c0_g1_i1	9.0	1.0	0.0	1.0	1.0	0.0
TRINITY_DN20380_c0_g1_i12	1.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN16040_c1_g2_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN24744_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN50347_c0_g1_i29	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN39814_c0_g2_i1	0.0	2.0	0.0	1.0	3.0	4.0
TRINITY_DN4130_c0_g1_i12	40.7	67.5	0.0	0.0	0.0	103.8
TRINITY_DN18309_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN3495_c0_g4_i3	0.0	0.0	0.0	1.0	1.0	0.0
TRINITY_DN50582_c0_g1_i1	1.7	0.0	0.0	4.0	0.0	0.0
TRINITY_DN59087_c0_g3_i1	1.4	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27502_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18309_c0_g2_i3	6.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27087_c0_g3_i1	5.0	0.0	0.0	4.0	0.0	0.0
TRINITY_DN34709_c0_g2_i3	6.7	0.0	0.0	3.0	2.0	0.0
TRINITY_DN39400_c0_g1_i25	1.3	2.4	0.0	0.0	0.0	0.0
TRINITY_DN59087_c0_g3_i2	4.6	0.0	0.0	0.0	0.0	0.0
TRINITY_DN2011_c0_g1_i11	20.9	14.4	0.0	0.0	9.6	1.5
TRINITY_DN1450_c0_g1_i13	4.3	1.4	0.0	0.0	25.5	0.0
TRINITY_DN122428_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN137227_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN137795_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN120722_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN120785_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN119877_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN104896_c0_g1_i1	2.0	1.0	0.0	0.0	0.0	2.0
TRINITY_DN136514_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN59087_c0_g1_i1	3.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN45285_c0_g1_i2	2.0	1.0	0.0	0.0	0.0	2.5
TRINITY_DN76074_c0_g1_i1	3.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN54211_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN67660_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN67149_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25833_c1_g1_i1	2.0	0.0	0.0	1.0	0.0	1.0
TRINITY_DN41464_c0_g1_i1	1.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN66523_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN78845_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN45498_c0_g1_i1	2.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN51056_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN43769_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN48875_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN42047_c0_g2_i2	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN35472_c0_g1_i1	2.0	4.0	0.0	0.0	0.0	1.0
TRINITY_DN35442_c1_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22819_c0_g1_i1	0.0	1.0	0.0	0.0	2.0	0.0
TRINITY_DN52314_c0_g2_i1	6.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41924_c1_g2_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN91723_c0_g1_i1	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN43529_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	1.0
TRINITY_DN49924_c0_g2_i1	1.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN61954_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53797_c0_g2_i1	2.0	4.0	0.0	0.0	0.0	0.0
TRINITY_DN17639_c0_g1_i2	0.0	1.4	0.0	0.0	1.0	3.4
TRINITY_DN54455_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN42229_c0_g2_i2	2.9	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9349_c2_g3_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN36625_c0_g3_i1	6.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN93248_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN15913_c0_g1_i11	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN54543_c0_g1_i1	2.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN1548_c11_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN49532_c0_g2_i16	0.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN39400_c0_g1_i27	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN67649_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN20206_c0_g1_i3	2.0	1.5	0.0	0.0	0.0	0.0
TRINITY_DN49532_c0_g2_i10	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25411_c0_g3_i4	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN16955_c0_g2_i5	0.0	6.6	0.0	0.0	9.7	0.0
TRINITY_DN24469_c0_g1_i10	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN27437_c0_g1_i11	2.5	1.0	0.0	0.0	0.0	0.0
TRINITY_DN17910_c0_g1_i9	6.8	3.4	0.0	0.0	0.0	6.8
TRINITY_DN24469_c0_g1_i16	0.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN30756_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN7630_c0_g1_i12	10.9	0.0	0.0	0.0	0.9	15.7
TRINITY_DN39400_c0_g1_i14	0.0	7.3	0.0	0.0	0.0	7.7
TRINITY_DN30130_c0_g1_i10	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22119_c0_g1_i15	2.1	0.0	0.0	0.0	2.0	0.0
TRINITY_DN52274_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN107985_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN105937_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN132907_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN132991_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN122774_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	2.0
TRINITY_DN105695_c0_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN134524_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN107241_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
