Contig	Mar_OO	Apr_OO	May_lateOO	May_EE	May_ME	Jun_Lar
TRINITY_DN129871_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN36456_c0_g1_i9	0.0	1.5	0.0	0.0	0.0	0.0
TRINITY_DN5271_c0_g1_i6	0.0	0.0	0.0	0.0	5.0	0.0
TRINITY_DN40598_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN140236_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN114693_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12491_c0_g2_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN38614_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN21869_c0_g1_i7	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN132996_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20045_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN40486_c0_g1_i1	4.0	1.0	0.0	0.0	0.0	11.8
TRINITY_DN468_c0_g1_i11	9.9	0.0	0.0	0.0	0.0	0.0
TRINITY_DN75808_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN49807_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53414_c0_g1_i2	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN58632_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN95560_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN113490_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN63967_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN38987_c2_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN143024_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20571_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN39416_c0_g1_i2	2.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN63951_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN95228_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN39400_c1_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN32197_c4_g1_i1	0.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN33225_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN36860_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN33972_c0_g3_i1	0.0	0.0	0.0	0.0	0.0	3.0
TRINITY_DN12491_c2_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN30682_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49576_c1_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN143848_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN47548_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN74093_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16040_c3_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49560_c0_g1_i2	0.0	3.0	0.0	0.0	0.0	0.0
TRINITY_DN78298_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN38488_c1_g1_i1	3.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN70701_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16040_c1_g1_i2	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN55113_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN29685_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	3.0
TRINITY_DN111603_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN81690_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16040_c0_g3_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN111610_c0_g1_i1	0.0	0.0	0.0	4.0	0.0	0.0
TRINITY_DN105248_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN135684_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN144282_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN92887_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN121999_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN139041_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN50347_c0_g1_i11	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN43762_c0_g1_i2	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN47879_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN82553_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN134010_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN32197_c3_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN66743_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN82095_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN137702_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN137408_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN94019_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN118241_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16040_c1_g3_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN52621_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN82213_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN44653_c2_g5_i5	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN65756_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN80857_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN32197_c0_g1_i2	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN147055_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16040_c4_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN105119_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25080_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN40975_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN66862_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN92542_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	3.0
TRINITY_DN34994_c1_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN136248_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN145478_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN57162_c0_g1_i2	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN47186_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN52587_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN5921_c0_g1_i2	4.6	0.0	0.0	0.0	0.0	16.7
TRINITY_DN35647_c0_g1_i5	0.0	1.3	0.0	0.0	0.0	0.0
TRINITY_DN117152_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN19055_c1_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15913_c0_g1_i2	0.0	1.2	0.0	0.0	0.0	0.0
TRINITY_DN15024_c0_g3_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN21580_c0_g2_i2	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN50378_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN30583_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN75380_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN32197_c2_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN12491_c0_g3_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN120333_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN119183_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN36456_c0_g1_i14	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN34994_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25080_c0_g1_i1	9.6	0.2	0.0	0.0	0.0	0.0
TRINITY_DN28565_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN40975_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN70767_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19055_c0_g2_i6	29.0	0.0	0.0	0.0	0.0	3.0
TRINITY_DN19055_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN13362_c1_g1_i1	1.0	0.0	0.0	0.0	0.0	6.0
TRINITY_DN33535_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN124579_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN107963_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN17910_c0_g1_i7	0.0	0.2	0.0	0.0	0.0	0.3
TRINITY_DN24469_c0_g1_i22	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN116038_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN10972_c0_g1_i11	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN52587_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN120199_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN55915_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN63617_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15103_c0_g2_i4	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN82575_c0_g1_i1	0.0	0.0	0.0	5.0	0.0	0.0
TRINITY_DN46970_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15024_c0_g1_i2	2.0	4.0	0.0	0.0	0.0	0.0
TRINITY_DN82657_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN113704_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18121_c3_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN123255_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN128329_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN123926_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN35525_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN113095_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN52227_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN64421_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53632_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN17910_c0_g1_i3	16.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN18121_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22630_c0_g1_i5	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN32137_c0_g2_i9	2.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN74973_c0_g1_i1	0.0	0.0	0.0	2.0	0.0	0.0
TRINITY_DN20380_c2_g1_i3	0.0	0.6	0.0	0.0	0.0	0.0
TRINITY_DN16040_c0_g2_i9	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN15582_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN18121_c0_g1_i6	0.0	0.0	0.0	0.0	0.5	1.3
TRINITY_DN12491_c0_g1_i2	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN105780_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN131153_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN38069_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN35525_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49807_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN147067_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15024_c0_g1_i8	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN43635_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN143858_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN128069_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN75530_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16040_c0_g2_i2	0.0	3.5	0.0	0.0	0.0	0.0
TRINITY_DN79894_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN83433_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN50347_c0_g1_i20	0.0	0.0	0.0	0.0	1.0	2.0
TRINITY_DN111800_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN146576_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN36860_c0_g1_i1	4.0	0.0	0.0	0.0	0.0	5.0
TRINITY_DN35152_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.5
TRINITY_DN32972_c0_g2_i3	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN3782_c5_g1_i1	4.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25613_c0_g1_i4	2.0	0.0	0.0	0.0	0.0	3.0
TRINITY_DN35169_c0_g1_i4	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN36860_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN59155_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN115484_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN65148_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN39400_c0_g2_i1	3.7	0.0	0.0	0.0	0.0	0.0
TRINITY_DN117013_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9535_c0_g1_i14	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN56086_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN137375_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16040_c1_g2_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN55113_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN128007_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN13732_c0_g1_i3	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN36261_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN144826_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN50026_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN107750_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN468_c0_g1_i12	4.8	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53908_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN125116_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15103_c1_g1_i3	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN16040_c0_g1_i5	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN141998_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN100479_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN79555_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN9622_c5_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN50347_c0_g1_i26	0.0	0.0	0.0	0.0	2.0	0.0
TRINITY_DN9622_c3_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN75756_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49262_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN130491_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	3.0
TRINITY_DN10578_c0_g1_i4	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN47548_c0_g1_i5	0.0	1.5	0.0	0.0	0.5	0.0
TRINITY_DN86380_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN39175_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25588_c2_g1_i2	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN127089_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN130263_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN99583_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN65123_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN5271_c0_g1_i4	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN15103_c0_g1_i3	0.0	8.0	0.0	0.0	0.0	0.0
TRINITY_DN142092_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN53908_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46477_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41015_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20882_c0_g1_i1	8.8	1.0	0.0	0.0	0.0	0.0
TRINITY_DN134249_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN72768_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN75673_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN62130_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN52587_c0_g2_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN11196_c0_g1_i4	0.0	0.0	0.0	0.0	0.0	2.9
TRINITY_DN70517_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN52426_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN50733_c0_g1_i2	2.0	0.0	0.0	0.0	0.0	2.0
TRINITY_DN127415_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN106676_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN51664_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN30782_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN36179_c0_g1_i1	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN49072_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN54437_c1_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN68994_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN84599_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN108479_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN125951_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN141250_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN133640_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN11623_c1_g1_i1	0.0	1.2	0.0	0.0	0.0	0.0
TRINITY_DN67773_c0_g1_i1	4.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN51664_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN138996_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN113957_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN146772_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27237_c4_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN116501_c0_g1_i1	0.0	0.0	0.0	3.0	0.0	0.0
TRINITY_DN57669_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN109206_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN85281_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20380_c1_g1_i10	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN98564_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN111073_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN22630_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.0
TRINITY_DN22630_c0_g1_i6	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15024_c0_g1_i10	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN91292_c0_g1_i1	0.0	0.0	0.0	1.0	0.0	0.0
TRINITY_DN120077_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN88737_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN15103_c2_g1_i3	0.0	5.0	0.0	0.0	0.0	3.0
TRINITY_DN104096_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN125305_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN56989_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN56707_c1_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN20045_c1_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN31946_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN24469_c1_g2_i3	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN128845_c0_g1_i1	0.0	0.0	0.0	3.0	0.0	0.0
TRINITY_DN111760_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	1.0
TRINITY_DN40486_c0_g1_i8	12.0	1.0	0.0	0.0	0.0	2.2
TRINITY_DN20206_c0_g1_i1	0.0	1.5	0.0	0.0	0.0	2.0
TRINITY_DN22532_c0_g1_i3	0.0	2.0	0.0	0.0	0.0	0.0
TRINITY_DN15024_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN95572_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN128777_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN25411_c1_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN106836_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN15582_c3_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN70801_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN12491_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19055_c0_g2_i5	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN38614_c0_g1_i1	12.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN41766_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN146179_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN27237_c3_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN19055_c0_g3_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN64174_c0_g1_i1	1.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN37349_c0_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN21602_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN79458_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN5271_c0_g1_i3	0.0	0.0	0.0	0.0	6.0	2.0
TRINITY_DN20571_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN39416_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN46577_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN88670_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN16040_c0_g1_i6	0.0	1.1	0.0	0.0	1.1	0.0
TRINITY_DN39400_c1_g1_i2	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN73572_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN38339_c0_g1_i1	0.0	1.0	0.0	0.0	1.0	0.0
TRINITY_DN36456_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	1.5
TRINITY_DN39483_c2_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN33225_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN131243_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN105041_c0_g1_i2	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN71857_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN67238_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN113973_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN78821_c0_g1_i1	0.0	0.0	0.0	0.0	1.0	0.0
TRINITY_DN75806_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN35985_c0_g2_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN98365_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN140631_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN47163_c1_g1_i3	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN30359_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN112172_c0_g1_i1	1.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN117075_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
TRINITY_DN49560_c0_g1_i1	0.0	1.0	0.0	0.0	0.0	0.0
TRINITY_DN87734_c0_g1_i1	0.0	0.0	0.0	0.0	0.0	0.0
